SessionID,Category,Grammar Element,File Type,Total Count,Not Converted Count (Self)
0196914a-6079-7582-8542-c639925dff1a,DDL,ALTER TABLE computed_column_definition,SQL,11,0
0196914a-6079-7582-8542-c639925dff1a,DML,UPDATE,SQL,9,4
0196914a-6079-7582-8542-c639925dff1a,Query,WITH,SQL,4,0
0196914a-6079-7582-8542-c639925dff1a,Statement,DECLARE VARIABLE,SQL,38,2
0196914a-6079-7582-8542-c639925dff1a,Query,FROM,SQL,96,18
0196914a-6079-7582-8542-c639925dff1a,Data Type,UNIQUEIDENTIFIER,SQL,29,0
0196914a-6079-7582-8542-c639925dff1a,Data Type,VARCHAR,SQL,22,10
0196914a-6079-7582-8542-c639925dff1a,Data Type,GEOGRAPHY,SQL,1,0
0196914a-6079-7582-8542-c639925dff1a,Query,LEFT OUTER JOIN,SQL,16,0
0196914a-6079-7582-8542-c639925dff1a,Data Type,TINYINT,SQL,40,0
0196914a-6079-7582-8542-c639925dff1a,Operator,BETWEEN,SQL,16,13
0196914a-6079-7582-8542-c639925dff1a,Functions & Expressions,[RESUME].REF.VALUE,SQL,13,13
0196914a-6079-7582-8542-c639925dff1a,Functions & Expressions,REPLACE,SQL,6,0
0196914a-6079-7582-8542-c639925dff1a,Functions & Expressions,NEWID,SQL,29,0
0196914a-6079-7582-8542-c639925dff1a,Operator,=,SQL,216,36
0196914a-6079-7582-8542-c639925dff1a,Operator,+,SQL,57,17
0196914a-6079-7582-8542-c639925dff1a,Statement - Transaction,ROLLBACK TRANSACTION,SQL,1,1
0196914a-6079-7582-8542-c639925dff1a,Operator,<>,SQL,1,1
0196914a-6079-7582-8542-c639925dff1a,Functions & Expressions,YEAR,SQL,3,0
0196914a-6079-7582-8542-c639925dff1a,Query,INNER JOIN,SQL,90,11
0196914a-6079-7582-8542-c639925dff1a,Functions & Expressions,[DBO].[UDFBUILDISO8601DATE],SQL,2,2
0196914a-6079-7582-8542-c639925dff1a,Data Type,[NAMESTYLE],SQL,1,0
0196914a-6079-7582-8542-c639925dff1a,Functions & Expressions,CURRENT_USER,SQL,1,0
0196914a-6079-7582-8542-c639925dff1a,DML,INSERT,SQL,10,7
0196914a-6079-7582-8542-c639925dff1a,Functions & Expressions,[CATALOGDESCRIPTION].VALUE,SQL,21,21
0196914a-6079-7582-8542-c639925dff1a,Functions & Expressions,[EMP_CTE].[ORGANIZATIONNODE].GETANCESTOR,SQL,3,3
0196914a-6079-7582-8542-c639925dff1a,Data Type,NCHAR,SQL,35,0
0196914a-6079-7582-8542-c639925dff1a,Query,ALL,SQL,4,0
0196914a-6079-7582-8542-c639925dff1a,Functions & Expressions,[CONTACTINFO].REF.VALUE,SQL,11,11
0196914a-6079-7582-8542-c639925dff1a,Data Type,HIERARCHYID,SQL,4,0
0196914a-6079-7582-8542-c639925dff1a,Query,HAVING,SQL,3,1
0196914a-6079-7582-8542-c639925dff1a,Data Type,BIT,SQL,11,0
0196914a-6079-7582-8542-c639925dff1a,DDL,CREATE TABLE IDENTITY (Property),SQL,68,0
0196914a-6079-7582-8542-c639925dff1a,Data Type,INT,SQL,334,24
0196914a-6079-7582-8542-c639925dff1a,Operator,<,SQL,6,1
0196914a-6079-7582-8542-c639925dff1a,Query,DESC,SQL,2,1
0196914a-6079-7582-8542-c639925dff1a,Functions & Expressions,GETDATE,SQL,99,5
0196914a-6079-7582-8542-c639925dff1a,Functions & Expressions,ERROR_STATE,SQL,2,2
0196914a-6079-7582-8542-c639925dff1a,Functions & Expressions,ERROR_LINE,SQL,2,2
0196914a-6079-7582-8542-c639925dff1a,Functions & Expressions,[MFGINSTRUCTIONS].REF.VALUE,SQL,5,0
0196914a-6079-7582-8542-c639925dff1a,Functions & Expressions,SERVERPROPERTY,SQL,1,1
0196914a-6079-7582-8542-c639925dff1a,Data Type,[PHONE],SQL,1,0
0196914a-6079-7582-8542-c639925dff1a,Operator,NOT IN,SQL,2,0
0196914a-6079-7582-8542-c639925dff1a,Functions & Expressions,@@IDENTITY,SQL,1,0
0196914a-6079-7582-8542-c639925dff1a,DDL Content,DEFAULT COLUMN,SQL,160,0
0196914a-6079-7582-8542-c639925dff1a,Query,ON,SQL,107,11
0196914a-6079-7582-8542-c639925dff1a,Data Type,XML,SQL,1,1
0196914a-6079-7582-8542-c639925dff1a,Statement,SET,SQL,16,14
0196914a-6079-7582-8542-c639925dff1a,DDL Content,REFERENCES COLUMN,SQL,10,0
0196914a-6079-7582-8542-c639925dff1a,DML,INTO,SQL,9,7
0196914a-6079-7582-8542-c639925dff1a,DDL,CREATE VIEW,SQL,43,0
0196914a-6079-7582-8542-c639925dff1a,Functions & Expressions,[STEPS].REF.VALUE,SQL,1,0
0196914a-6079-7582-8542-c639925dff1a,Data Type,[ORDERNUMBER],SQL,1,0
0196914a-6079-7582-8542-c639925dff1a,Statement - Control of Flow,IF...ELSE,SQL,16,6
0196914a-6079-7582-8542-c639925dff1a,Operator,>=,SQL,55,49
0196914a-6079-7582-8542-c639925dff1a,Functions & Expressions,AVG,SQL,4,1
0196914a-6079-7582-8542-c639925dff1a,Functions & Expressions,ERROR_MESSAGE,SQL,2,1
0196914a-6079-7582-8542-c639925dff1a,Functions & Expressions,CAST,SQL,6,4
0196914a-6079-7582-8542-c639925dff1a,Operator,>,SQL,25,17
0196914a-6079-7582-8542-c639925dff1a,Query,SET,SQL,9,4
0196914a-6079-7582-8542-c639925dff1a,Functions & Expressions,[DBO].[UFNLEADINGZEROS],SQL,1,1
0196914a-6079-7582-8542-c639925dff1a,Query,QUERY HINT,SQL,4,0
0196914a-6079-7582-8542-c639925dff1a,Operator,/,SQL,2,0
0196914a-6079-7582-8542-c639925dff1a,DDL,CREATE INDEX,SQL,12,0
0196914a-6079-7582-8542-c639925dff1a,Query,CROSS APPLY,SQL,6,0
0196914a-6079-7582-8542-c639925dff1a,Statement - Control of Flow,SIMPLE CASE EXPRESSION,SQL,7,0
0196914a-6079-7582-8542-c639925dff1a,Functions & Expressions,E.[ORGANIZATIONNODE].GETANCESTOR,SQL,1,1
0196914a-6079-7582-8542-c639925dff1a,Functions & Expressions,DOCUMENTNODE.GETLEVEL,SQL,1,1
0196914a-6079-7582-8542-c639925dff1a,DDL Content,PRIMARY KEY COLUMN,SQL,10,0
0196914a-6079-7582-8542-c639925dff1a,Functions & Expressions,CONVERT,SQL,26,4
0196914a-6079-7582-8542-c639925dff1a,DDL Content,NULL COLUMN,SQL,275,4
0196914a-6079-7582-8542-c639925dff1a,Data Type,[NAME],SQL,28,0
0196914a-6079-7582-8542-c639925dff1a,Statement,EXECUTE,SQL,25,2
0196914a-6079-7582-8542-c639925dff1a,Functions & Expressions,SUM,SQL,26,2
0196914a-6079-7582-8542-c639925dff1a,DDL Content,UNIQUE COLUMN,SQL,1,0
0196914a-6079-7582-8542-c639925dff1a,DDL Content,DEFAULT,SQL,160,0
0196914a-6079-7582-8542-c639925dff1a,Data Type,MONEY,SQL,66,0
0196914a-6079-7582-8542-c639925dff1a,Functions & Expressions,RIGHT,SQL,2,0
0196914a-6079-7582-8542-c639925dff1a,Functions & Expressions,UPPER,SQL,8,8
0196914a-6079-7582-8542-c639925dff1a,Operator,<=,SQL,5,0
0196914a-6079-7582-8542-c639925dff1a,Functions & Expressions,DATEADD,SQL,6,2
0196914a-6079-7582-8542-c639925dff1a,Data Type,VARBINARY,SQL,7,0
0196914a-6079-7582-8542-c639925dff1a,Statement - Transaction,COMMIT TRANSACTION,SQL,1,0
0196914a-6079-7582-8542-c639925dff1a,Functions & Expressions,LTRIM,SQL,2,0
0196914a-6079-7582-8542-c639925dff1a,Functions & Expressions,NULL,SQL,31,22
0196914a-6079-7582-8542-c639925dff1a,Data Type,CHAR,SQL,5,0
0196914a-6079-7582-8542-c639925dff1a,Operator,*,SQL,10,0
0196914a-6079-7582-8542-c639925dff1a,Operator,LIKE,SQL,1,1
0196914a-6079-7582-8542-c639925dff1a,<TSqlsGo-UNKNOWN>,GO,SQL,174,0
0196914a-6079-7582-8542-c639925dff1a,Functions & Expressions,COALESCE,SQL,5,0
0196914a-6079-7582-8542-c639925dff1a,DDL Content,NOT NULL COLUMN,SQL,551,1
0196914a-6079-7582-8542-c639925dff1a,Operator,AND,SQL,23,5
0196914a-6079-7582-8542-c639925dff1a,Query,WHERE,SQL,53,15
0196914a-6079-7582-8542-c639925dff1a,DDL Content,AS query_expr,SQL,43,0
0196914a-6079-7582-8542-c639925dff1a,DDL Content,COLUMN NAME LIST,SQL,11,7
0196914a-6079-7582-8542-c639925dff1a,Data Type,[ACCOUNTNUMBER],SQL,2,0
0196914a-6079-7582-8542-c639925dff1a,Statement,RETURN,SQL,26,1
0196914a-6079-7582-8542-c639925dff1a,Data Type,DECIMAL,SQL,21,2
0196914a-6079-7582-8542-c639925dff1a,Data Type,NVARCHAR,SQL,223,8
0196914a-6079-7582-8542-c639925dff1a,Functions & Expressions,DATEDIFF,SQL,7,1
0196914a-6079-7582-8542-c639925dff1a,Data Type,REAL,SQL,2,0
0196914a-6079-7582-8542-c639925dff1a,Data Type,DATE,SQL,16,3
0196914a-6079-7582-8542-c639925dff1a,Statement,PRINT,SQL,30,28
0196914a-6079-7582-8542-c639925dff1a,Functions & Expressions,COUNT_BIG,SQL,4,0
0196914a-6079-7582-8542-c639925dff1a,Functions & Expressions,XACT_STATE,SQL,1,1
0196914a-6079-7582-8542-c639925dff1a,Query,ORDER BY,SQL,8,3
0196914a-6079-7582-8542-c639925dff1a,Statement,DECLARE,SQL,35,2
0196914a-6079-7582-8542-c639925dff1a,Functions & Expressions,[EMP_CTE].[ORGANIZATIONNODE].TOSTRING,SQL,4,4
0196914a-6079-7582-8542-c639925dff1a,Functions & Expressions,PIVOT,SQL,1,0
0196914a-6079-7582-8542-c639925dff1a,DDL,ALTER TABLE table_constraint,SQL,89,89
0196914a-6079-7582-8542-c639925dff1a,Data Type,SMALLMONEY,SQL,4,0
0196914a-6079-7582-8542-c639925dff1a,<TSqlsBatch-UNKNOWN>,GOTO / LABEL,SQL,175,0
0196914a-6079-7582-8542-c639925dff1a,Functions & Expressions,ERROR_SEVERITY,SQL,2,2
0196914a-6079-7582-8542-c639925dff1a,Statement - Transaction,BEGIN TRANSACTION,SQL,1,0
0196914a-6079-7582-8542-c639925dff1a,Operator,-,SQL,12,2
0196914a-6079-7582-8542-c639925dff1a,Query,RETURNS,SQL,23,1
0196914a-6079-7582-8542-c639925dff1a,Functions & Expressions,ERROR_PROCEDURE,SQL,2,2
0196914a-6079-7582-8542-c639925dff1a,Functions & Expressions,[INDIVIDUALSURVEY].[REF].[VALUE],SQL,12,12
0196914a-6079-7582-8542-c639925dff1a,Query,OUTER APPLY,SQL,1,1
0196914a-6079-7582-8542-c639925dff1a,Query,SELECT,SQL,100,18
0196914a-6079-7582-8542-c639925dff1a,Functions & Expressions,MONTH,SQL,6,0
0196914a-6079-7582-8542-c639925dff1a,Functions & Expressions,RTRIM,SQL,2,0
0196914a-6079-7582-8542-c639925dff1a,Operator,EXISTS / NOT EXISTS,SQL,5,4
0196914a-6079-7582-8542-c639925dff1a,Statement - Control of Flow,SEARCHED CASE EXPRESSION,SQL,6,0
