PartitionKey,FileName,Caller_CodeUnit,Caller_CodeUnit_Database,Caller_CodeUnit_Schema,Caller_CodeUnit_Name,Caller_CodeUnit_FullName,Referenced_Element_Database,Referenced_Element_Schema,Referenced_Element_Name,Referenced_Element_FullName,Line,Relation_Type
0196914a-6079-7582-8542-c639925dff1a,input_mssql_views.sql,CREATE VIEW,N/A,[HumanResources],[vJobCandidateEducation],[HumanResources].[vJobCandidateEducation],[Education],ref,value,[Education].ref.value,487,SELECT - COLUMN
0196914a-6079-7582-8542-c639925dff1a,input_mssql_views.sql,CREATE VIEW,N/A,[HumanResources],[vJobCandidateEducation],[HumanResources].[vJobCandidateEducation],[Education],ref,value,[Education].ref.value,485,SELECT - COLUMN
0196914a-6079-7582-8542-c639925dff1a,input_mssql_views.sql,CREATE VIEW,N/A,[HumanResources],[vJobCandidateEducation],[HumanResources].[vJobCandidateEducation],[Education],ref,value,[Education].ref.value,483,SELECT - COLUMN
0196914a-6079-7582-8542-c639925dff1a,input_mssql_views.sql,CREATE VIEW,N/A,[HumanResources],[vJobCandidateEducation],[HumanResources].[vJobCandidateEducation],[Education],ref,value,[Education].ref.value,481,SELECT - COLUMN
0196914a-6079-7582-8542-c639925dff1a,input_mssql_views.sql,CREATE VIEW,N/A,[HumanResources],[vJobCandidateEducation],[HumanResources].[vJobCandidateEducation],[Education],ref,value,[Education].ref.value,479,SELECT - COLUMN
0196914a-6079-7582-8542-c639925dff1a,input_mssql_views.sql,CREATE VIEW,N/A,[HumanResources],[vJobCandidateEducation],[HumanResources].[vJobCandidateEducation],[Education],ref,value,[Education].ref.value,477,SELECT - COLUMN
0196914a-6079-7582-8542-c639925dff1a,input_mssql_views.sql,CREATE VIEW,N/A,[HumanResources],[vJobCandidateEducation],[HumanResources].[vJobCandidateEducation],[Education],ref,value,[Education].ref.value,475,SELECT - COLUMN
0196914a-6079-7582-8542-c639925dff1a,input_mssql_views.sql,CREATE VIEW,N/A,[HumanResources],[vJobCandidateEducation],[HumanResources].[vJobCandidateEducation],[Education],ref,value,[Education].ref.value,473,SELECT - COLUMN
0196914a-6079-7582-8542-c639925dff1a,input_mssql_views.sql,CREATE VIEW,N/A,[HumanResources],[vJobCandidateEducation],[HumanResources].[vJobCandidateEducation],[Education],ref,value,[Education].ref.value,471,SELECT - COLUMN
0196914a-6079-7582-8542-c639925dff1a,input_mssql_views.sql,CREATE VIEW,N/A,[HumanResources],[vJobCandidateEducation],[HumanResources].[vJobCandidateEducation],[Education],ref,value,[Education].ref.value,469,SELECT - COLUMN
0196914a-6079-7582-8542-c639925dff1a,input_mssql_views.sql,CREATE VIEW,N/A,[HumanResources],[vJobCandidateEducation],[HumanResources].[vJobCandidateEducation],[Education],ref,value,[Education].ref.value,467,SELECT - COLUMN
0196914a-6079-7582-8542-c639925dff1a,input_mssql_views.sql,CREATE VIEW,N/A,[HumanResources],[vJobCandidateEducation],[HumanResources].[vJobCandidateEducation],[Education],ref,value,[Education].ref.value,465,SELECT - COLUMN
0196914a-6079-7582-8542-c639925dff1a,input_mssql_views.sql,CREATE VIEW,N/A,[HumanResources],[vJobCandidateEmployment],[HumanResources].[vJobCandidateEmployment],[Employment],ref,value,[Employment].ref.value,454,SELECT - COLUMN
0196914a-6079-7582-8542-c639925dff1a,input_mssql_views.sql,CREATE VIEW,N/A,[HumanResources],[vJobCandidateEmployment],[HumanResources].[vJobCandidateEmployment],[Employment],ref,value,[Employment].ref.value,452,SELECT - COLUMN
0196914a-6079-7582-8542-c639925dff1a,input_mssql_views.sql,CREATE VIEW,N/A,[HumanResources],[vJobCandidateEmployment],[HumanResources].[vJobCandidateEmployment],[Employment],ref,value,[Employment].ref.value,450,SELECT - COLUMN
0196914a-6079-7582-8542-c639925dff1a,input_mssql_views.sql,CREATE VIEW,N/A,[HumanResources],[vJobCandidateEmployment],[HumanResources].[vJobCandidateEmployment],[Employment],ref,value,[Employment].ref.value,448,SELECT - COLUMN
0196914a-6079-7582-8542-c639925dff1a,input_mssql_views.sql,CREATE VIEW,N/A,[HumanResources],[vJobCandidateEmployment],[HumanResources].[vJobCandidateEmployment],[Employment],ref,value,[Employment].ref.value,446,SELECT - COLUMN
0196914a-6079-7582-8542-c639925dff1a,input_mssql_views.sql,CREATE VIEW,N/A,[HumanResources],[vJobCandidateEmployment],[HumanResources].[vJobCandidateEmployment],[Employment],ref,value,[Employment].ref.value,444,SELECT - COLUMN
0196914a-6079-7582-8542-c639925dff1a,input_mssql_views.sql,CREATE VIEW,N/A,[HumanResources],[vJobCandidateEmployment],[HumanResources].[vJobCandidateEmployment],[Employment],ref,value,[Employment].ref.value,442,SELECT - COLUMN
0196914a-6079-7582-8542-c639925dff1a,input_mssql_views.sql,CREATE VIEW,N/A,[HumanResources],[vJobCandidateEmployment],[HumanResources].[vJobCandidateEmployment],[Employment],ref,value,[Employment].ref.value,440,SELECT - COLUMN
0196914a-6079-7582-8542-c639925dff1a,input_mssql_views.sql,CREATE VIEW,N/A,[HumanResources],[vJobCandidateEmployment],[HumanResources].[vJobCandidateEmployment],[Employment],ref,value,[Employment].ref.value,438,SELECT - COLUMN
0196914a-6079-7582-8542-c639925dff1a,input_mssql_views.sql,CREATE VIEW,N/A,[HumanResources],[vJobCandidateEmployment],[HumanResources].[vJobCandidateEmployment],[Employment],ref,value,[Employment].ref.value,436,SELECT - COLUMN
0196914a-6079-7582-8542-c639925dff1a,input_mssql_views.sql,CREATE VIEW,N/A,[Sales],[vPersonDemographics],[Sales].[vPersonDemographics],[IndividualSurvey],[ref],[value],[IndividualSurvey].[ref].[value],387,SELECT - COLUMN
0196914a-6079-7582-8542-c639925dff1a,input_mssql_views.sql,CREATE VIEW,N/A,[Sales],[vPersonDemographics],[Sales].[vPersonDemographics],[IndividualSurvey],[ref],[value],[IndividualSurvey].[ref].[value],385,SELECT - COLUMN
0196914a-6079-7582-8542-c639925dff1a,input_mssql_views.sql,CREATE VIEW,N/A,[Sales],[vPersonDemographics],[Sales].[vPersonDemographics],[IndividualSurvey],[ref],[value],[IndividualSurvey].[ref].[value],383,SELECT - COLUMN
0196914a-6079-7582-8542-c639925dff1a,input_mssql_views.sql,CREATE VIEW,N/A,[Sales],[vPersonDemographics],[Sales].[vPersonDemographics],[IndividualSurvey],[ref],[value],[IndividualSurvey].[ref].[value],381,SELECT - COLUMN
0196914a-6079-7582-8542-c639925dff1a,input_mssql_views.sql,CREATE VIEW,N/A,[Sales],[vPersonDemographics],[Sales].[vPersonDemographics],[IndividualSurvey],[ref],[value],[IndividualSurvey].[ref].[value],379,SELECT - COLUMN
0196914a-6079-7582-8542-c639925dff1a,input_mssql_views.sql,CREATE VIEW,N/A,[Sales],[vPersonDemographics],[Sales].[vPersonDemographics],[IndividualSurvey],[ref],[value],[IndividualSurvey].[ref].[value],377,SELECT - COLUMN
0196914a-6079-7582-8542-c639925dff1a,input_mssql_views.sql,CREATE VIEW,N/A,[Sales],[vPersonDemographics],[Sales].[vPersonDemographics],[IndividualSurvey],[ref],[value],[IndividualSurvey].[ref].[value],375,SELECT - COLUMN
0196914a-6079-7582-8542-c639925dff1a,input_mssql_views.sql,CREATE VIEW,N/A,[Sales],[vPersonDemographics],[Sales].[vPersonDemographics],[IndividualSurvey],[ref],[value],[IndividualSurvey].[ref].[value],373,SELECT - COLUMN
0196914a-6079-7582-8542-c639925dff1a,input_mssql_views.sql,CREATE VIEW,N/A,[Sales],[vPersonDemographics],[Sales].[vPersonDemographics],[IndividualSurvey],[ref],[value],[IndividualSurvey].[ref].[value],371,SELECT - COLUMN
0196914a-6079-7582-8542-c639925dff1a,input_mssql_views.sql,CREATE VIEW,N/A,[Sales],[vPersonDemographics],[Sales].[vPersonDemographics],[IndividualSurvey],[ref],[value],[IndividualSurvey].[ref].[value],369,SELECT - COLUMN
0196914a-6079-7582-8542-c639925dff1a,input_mssql_views.sql,CREATE VIEW,N/A,[Sales],[vPersonDemographics],[Sales].[vPersonDemographics],[IndividualSurvey],[ref],[value],[IndividualSurvey].[ref].[value],367,SELECT - COLUMN
0196914a-6079-7582-8542-c639925dff1a,input_mssql_views.sql,CREATE VIEW,N/A,[Sales],[vPersonDemographics],[Sales].[vPersonDemographics],[IndividualSurvey],[ref],[value],[IndividualSurvey].[ref].[value],365,SELECT - COLUMN
0196914a-6079-7582-8542-c639925dff1a,input_mssql_views.sql,CREATE VIEW,N/A,[Person],[vAdditionalContactInfo],[Person].[vAdditionalContactInfo],[ContactInfo],ref,value,[ContactInfo].ref.value,218,SELECT - COLUMN
0196914a-6079-7582-8542-c639925dff1a,input_mssql_views.sql,CREATE VIEW,N/A,[Person],[vAdditionalContactInfo],[Person].[vAdditionalContactInfo],[ContactInfo],ref,value,[ContactInfo].ref.value,215,SELECT - COLUMN
0196914a-6079-7582-8542-c639925dff1a,input_mssql_views.sql,CREATE VIEW,N/A,[Person],[vAdditionalContactInfo],[Person].[vAdditionalContactInfo],[ContactInfo],ref,value,[ContactInfo].ref.value,212,SELECT - COLUMN
0196914a-6079-7582-8542-c639925dff1a,input_mssql_views.sql,CREATE VIEW,N/A,[Person],[vAdditionalContactInfo],[Person].[vAdditionalContactInfo],[ContactInfo],ref,value,[ContactInfo].ref.value,209,SELECT - COLUMN
0196914a-6079-7582-8542-c639925dff1a,input_mssql_views.sql,CREATE VIEW,N/A,[Person],[vAdditionalContactInfo],[Person].[vAdditionalContactInfo],[ContactInfo],ref,value,[ContactInfo].ref.value,206,SELECT - COLUMN
0196914a-6079-7582-8542-c639925dff1a,input_mssql_views.sql,CREATE VIEW,N/A,[Person],[vAdditionalContactInfo],[Person].[vAdditionalContactInfo],[ContactInfo],ref,value,[ContactInfo].ref.value,203,SELECT - COLUMN
0196914a-6079-7582-8542-c639925dff1a,input_mssql_views.sql,CREATE VIEW,N/A,[Person],[vAdditionalContactInfo],[Person].[vAdditionalContactInfo],[ContactInfo],ref,value,[ContactInfo].ref.value,200,SELECT - COLUMN
0196914a-6079-7582-8542-c639925dff1a,input_mssql_views.sql,CREATE VIEW,N/A,[Person],[vAdditionalContactInfo],[Person].[vAdditionalContactInfo],[ContactInfo],ref,value,[ContactInfo].ref.value,197,SELECT - COLUMN
0196914a-6079-7582-8542-c639925dff1a,input_mssql_views.sql,CREATE VIEW,N/A,[Person],[vAdditionalContactInfo],[Person].[vAdditionalContactInfo],[ContactInfo],ref,value,[ContactInfo].ref.value,194,SELECT - COLUMN
0196914a-6079-7582-8542-c639925dff1a,input_mssql_views.sql,CREATE VIEW,N/A,[Person],[vAdditionalContactInfo],[Person].[vAdditionalContactInfo],[ContactInfo],ref,value,[ContactInfo].ref.value,191,SELECT - COLUMN
0196914a-6079-7582-8542-c639925dff1a,input_mssql_views.sql,CREATE VIEW,N/A,[Person],[vAdditionalContactInfo],[Person].[vAdditionalContactInfo],[ContactInfo],ref,value,[ContactInfo].ref.value,188,SELECT - COLUMN
0196914a-6079-7582-8542-c639925dff1a,input_mssql_views.sql,CREATE VIEW,N/A,[dbo],[vTimeSeries],[dbo].[vTimeSeries],N/A,[dbo],[udfBuildISO8601Date],[dbo].[udfBuildISO8601Date],104,SELECT - GROUP BY
0196914a-6079-7582-8542-c639925dff1a,input_mssql_views.sql,CREATE VIEW,N/A,[dbo],[vTimeSeries],[dbo].[vTimeSeries],N/A,[dbo],[udfBuildISO8601Date],[dbo].[udfBuildISO8601Date],86,SELECT - COLUMN
0196914a-6079-7582-8542-c639925dff1a,input_mssql_procedures.sql,CREATE PROCEDURE,N/A,[dbo],[uspLogError](INT),[dbo].[uspLogError](INT),N/A,[dbo],[ErrorLog],[dbo].[ErrorLog],766,INSERT
0196914a-6079-7582-8542-c639925dff1a,input_mssql_procedures.sql,CREATE PROCEDURE,N/A,[HumanResources],"[uspUpdateEmployeeLogin](INT,HIERARCHYID,NVARCHAR,NVARCHAR,DATETIME,[dbo].[Flag])","[HumanResources].[uspUpdateEmployeeLogin](INT,HIERARCHYID,NVARCHAR,NVARCHAR,DATETIME,[dbo].[Flag])",N/A,[dbo],[Flag],[dbo].[Flag],610,SQL STATEMENT
0196914a-6079-7582-8542-c639925dff1a,input_mssql_procedures.sql,CREATE PROCEDURE,N/A,[HumanResources],"[uspUpdateEmployeeHireInfo](INT,NVARCHAR,DATETIME,DATETIME,MONEY,TINYINT,[dbo].[Flag])","[HumanResources].[uspUpdateEmployeeHireInfo](INT,NVARCHAR,DATETIME,DATETIME,MONEY,TINYINT,[dbo].[Flag])",N/A,[dbo],[Flag],[dbo].[Flag],567,SQL STATEMENT
0196914a-6079-7582-8542-c639925dff1a,input_mssql_procedures.sql,CREATE PROCEDURE,N/A,N/A,"spGetResult(INT,INT,INT)","spGetResult(INT,INT,INT)",N/A,N/A,Employee,Employee,375,SELECT - FROM
0196914a-6079-7582-8542-c639925dff1a,input_mssql_procedures.sql,EXECUTE,N/A,N/A,N/A,N/A,N/A,N/A,spUpdateEmployeeByID,spUpdateEmployeeByID,353,EXECUTE
0196914a-6079-7582-8542-c639925dff1a,input_mssql_procedures.sql,EXECUTE,N/A,N/A,N/A,N/A,N/A,N/A,spUpdateEmployeeByID,spUpdateEmployeeByID,351,EXECUTE
0196914a-6079-7582-8542-c639925dff1a,input_mssql_procedures.sql,CREATE PROCEDURE,N/A,N/A,"spUpdateEmployeeByID(INT,VARCHAR,VARCHAR,DATETIME,INT)","spUpdateEmployeeByID(INT,VARCHAR,VARCHAR,DATETIME,INT)",N/A,N/A,Employee,Employee,341,UPDATE
0196914a-6079-7582-8542-c639925dff1a,input_mssql_procedures.sql,CREATE PROCEDURE,N/A,N/A,"spGetEmployeesByGenderAndDepartment(VARCHAR,INT)","spGetEmployeesByGenderAndDepartment(VARCHAR,INT)",N/A,N/A,Employee,Employee,326,SELECT - FROM
0196914a-6079-7582-8542-c639925dff1a,input_mssql_procedures.sql,CREATE PROCEDURE,N/A,N/A,"spAddNumber(INT,INT)","spAddNumber(INT,INT)",N/A,N/A,Employee,Employee,289,SELECT - FROM
0196914a-6079-7582-8542-c639925dff1a,input_mssql_procedures.sql,CREATE PROCEDURE,N/A,N/A,"spAddNumber(INT,INT)","spAddNumber(INT,INT)",N/A,N/A,Employee,Employee,280,SELECT - FROM
0196914a-6079-7582-8542-c639925dff1a,input_mssql_procedures.sql,CREATE PROCEDURE,N/A,N/A,"spGetResult(INT,INT,INT)","spGetResult(INT,INT,INT)",N/A,N/A,Employee,Employee,242,SELECT - FROM
0196914a-6079-7582-8542-c639925dff1a,input_mssql_procedures.sql,EXECUTE,N/A,N/A,N/A,N/A,N/A,N/A,spUpdateEmployeeByID,spUpdateEmployeeByID,220,EXECUTE
0196914a-6079-7582-8542-c639925dff1a,input_mssql_procedures.sql,EXECUTE,N/A,N/A,N/A,N/A,N/A,N/A,spUpdateEmployeeByID,spUpdateEmployeeByID,218,EXECUTE
0196914a-6079-7582-8542-c639925dff1a,input_mssql_procedures.sql,CREATE PROCEDURE,N/A,N/A,"spUpdateEmployeeByID(INT,VARCHAR,VARCHAR,DATETIME,INT)","spUpdateEmployeeByID(INT,VARCHAR,VARCHAR,DATETIME,INT)",N/A,N/A,Employee,Employee,208,UPDATE
0196914a-6079-7582-8542-c639925dff1a,input_mssql_procedures.sql,CREATE PROCEDURE,N/A,N/A,"spGetEmployeesByGenderAndDepartment(VARCHAR,INT)","spGetEmployeesByGenderAndDepartment(VARCHAR,INT)",N/A,N/A,Employee,Employee,193,SELECT - FROM
0196914a-6079-7582-8542-c639925dff1a,input_mssql_procedures.sql,CREATE PROCEDURE,N/A,N/A,"sp_AddProduct(NVARCHAR,NVARCHAR,INT,INT,DECIMAL)","sp_AddProduct(NVARCHAR,NVARCHAR,INT,INT,DECIMAL)",N/A,N/A,Employee,Employee,156,SELECT - FROM
0196914a-6079-7582-8542-c639925dff1a,input_mssql_procedures.sql,CREATE PROCEDURE,N/A,N/A,"sp_AddProduct(NVARCHAR,NVARCHAR,INT,INT,DECIMAL)","sp_AddProduct(NVARCHAR,NVARCHAR,INT,INT,DECIMAL)",N/A,N/A,Employee,Employee,147,SELECT - FROM
0196914a-6079-7582-8542-c639925dff1a,input_mssql_procedures.sql,CREATE PROCEDURE,N/A,N/A,"sp_AddProduct(NVARCHAR,NVARCHAR,INT,INT,DECIMAL)","sp_AddProduct(NVARCHAR,NVARCHAR,INT,INT,DECIMAL)",N/A,N/A,PurchaseOrders,PurchaseOrders,96,SELECT - FROM
0196914a-6079-7582-8542-c639925dff1a,input_mssql_procedures.sql,CREATE PROCEDURE,N/A,N/A,"sp_AddProduct(NVARCHAR,NVARCHAR,INT,INT,DECIMAL)","sp_AddProduct(NVARCHAR,NVARCHAR,INT,INT,DECIMAL)",N/A,N/A,SupplierDeliveries,SupplierDeliveries,79,INSERT
